run_id,scenario,policy_tag,t_global,healthcare_budget,social_service_budget,agent,group,x,y,health,admin,trust,engagement_counter,non_engagement_counter,cap_bh,cap_af
run_001,universal_health,eval_policyOFF,0,5000.0,5000.0,peh_0,NONREG_LOW,5,2,3.0,non-registered,LOW_TRUST,0,0,,
run_001,universal_health,eval_policyOFF,0,5000.0,5000.0,peh_1,NONREG_LOW,4,5,3.0,non-registered,LOW_TRUST,0,0,,
run_001,universal_health,eval_policyOFF,0,5000.0,5000.0,peh_2,NONREG_MOD,4,1,3.0,non-registered,MODERATE_TRUST,0,0,,
run_001,universal_health,eval_policyOFF,0,5000.0,5000.0,peh_3,NONREG_MOD,2,6,3.0,non-registered,MODERATE_TRUST,0,0,,
run_001,universal_health,eval_policyOFF,0,5000.0,5000.0,peh_4,REG_LOW,2,4,3.0,registered,LOW_TRUST,0,0,,
run_001,universal_health,eval_policyOFF,0,5000.0,5000.0,peh_5,REG_LOW,2,1,3.0,registered,LOW_TRUST,0,0,,
run_001,universal_health,eval_policyOFF,0,5000.0,5000.0,peh_6,REG_MOD,6,2,3.0,registered,MODERATE_TRUST,0,0,,
run_001,universal_health,eval_policyOFF,0,5000.0,5000.0,peh_7,REG_MOD,6,3,3.0,registered,MODERATE_TRUST,0,0,,
run_001,universal_health,eval_policyOFF,1,4970.0,4990.0,peh_0,NONREG_LOW,5,2,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,1,4970.0,4990.0,peh_1,NONREG_LOW,4,5,3.0,non-registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,1,4970.0,4990.0,peh_2,NONREG_MOD,4,1,3.0,non-registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,1,4970.0,4990.0,peh_3,NONREG_MOD,2,6,3.0,non-registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,1,4970.0,4990.0,peh_4,REG_LOW,2,4,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,1,4970.0,4990.0,peh_5,REG_LOW,2,1,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,1,4970.0,4990.0,peh_6,REG_MOD,6,2,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,1,4970.0,4990.0,peh_7,REG_MOD,6,3,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,2,4940.0,4980.0,peh_0,NONREG_LOW,5,2,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,2,4940.0,4980.0,peh_1,NONREG_LOW,4,5,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,2,4940.0,4980.0,peh_2,NONREG_MOD,4,1,3.0,non-registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,2,4940.0,4980.0,peh_3,NONREG_MOD,2,6,3.0,non-registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,2,4940.0,4980.0,peh_4,REG_LOW,2,4,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,2,4940.0,4980.0,peh_5,REG_LOW,2,1,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,2,4940.0,4980.0,peh_6,REG_MOD,6,2,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,2,4940.0,4980.0,peh_7,REG_MOD,6,3,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,3,4910.0,4970.0,peh_0,NONREG_LOW,5,2,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,3,4910.0,4970.0,peh_1,NONREG_LOW,4,5,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,3,4910.0,4970.0,peh_2,NONREG_MOD,4,1,3.5,non-registered,MODERATE_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,3,4910.0,4970.0,peh_3,NONREG_MOD,2,6,3.0,non-registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,3,4910.0,4970.0,peh_4,REG_LOW,2,4,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,3,4910.0,4970.0,peh_5,REG_LOW,2,1,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,3,4910.0,4970.0,peh_6,REG_MOD,6,2,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,3,4910.0,4970.0,peh_7,REG_MOD,6,3,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,4,4880.0,4960.0,peh_0,NONREG_LOW,5,2,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,4,4880.0,4960.0,peh_1,NONREG_LOW,4,5,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,4,4880.0,4960.0,peh_2,NONREG_MOD,4,1,3.5,non-registered,MODERATE_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,4,4880.0,4960.0,peh_3,NONREG_MOD,2,6,3.5,non-registered,MODERATE_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,4,4880.0,4960.0,peh_4,REG_LOW,2,4,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,4,4880.0,4960.0,peh_5,REG_LOW,2,1,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,4,4880.0,4960.0,peh_6,REG_MOD,6,2,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,4,4880.0,4960.0,peh_7,REG_MOD,6,3,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,5,4850.0,4950.0,peh_0,NONREG_LOW,5,2,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,5,4850.0,4950.0,peh_1,NONREG_LOW,4,5,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,5,4850.0,4950.0,peh_2,NONREG_MOD,4,1,3.5,non-registered,MODERATE_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,5,4850.0,4950.0,peh_3,NONREG_MOD,2,6,3.5,non-registered,MODERATE_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,5,4850.0,4950.0,peh_4,REG_LOW,2,4,3.5,registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,5,4850.0,4950.0,peh_5,REG_LOW,2,1,3.0,registered,LOW_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,5,4850.0,4950.0,peh_6,REG_MOD,6,2,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,5,4850.0,4950.0,peh_7,REG_MOD,6,3,3.0,registered,MODERATE_TRUST,0,0,0.0,0.0
run_001,universal_health,eval_policyOFF,6,4820.0,4940.0,peh_0,NONREG_LOW,5,2,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
run_001,universal_health,eval_policyOFF,6,4820.0,4940.0,peh_1,NONREG_LOW,4,5,3.5,non-registered,LOW_TRUST,0,0,1.0,1.0
